url,lounge_type,lounge_row,displayIATA,airsideDesc,amenities,category_description,category_name,description,id,location_airside,location_terminal,location_terminalDirections,name,nonContingentAccess_accessAction,nonContingentAccess_cost_currency,nonContingentAccess_cost_price,nonContingentAccess_id,nonContingentAccess_isFreeAccess,nonContingentAccess_isNonContingent,nonContingentAccess_name,purchasable,rating_avg,rating_total,bookingLoungeId,displayPrice_currencyCode,displayPrice_price,location_latitude,location_longitude,nonContingentAccess_timeLimit,price_GBP,price_USD,productName,displayPrice_originalPrice
https://www.loungebuddy.co.uk/DBV?source=homepage/airports,regularLounges,1,DBV,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Enjoy a break from the hustle and bustle of the Departure Lounge in the Airport Business Lounge. Providing snacks, hot and cold beverages and a quiet place to work before your flight.",k252dp1Lsa,1,Terminal C,"3rd floor, international departures area.",Airport Business Lounge (Temporarily Closed),,,,,,,,0,2.3,14,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,0,DCA,(Outside Security),"Wi-Fi, TVs, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"The USO offers a variety of services to active military personnel and their dependents, including free refreshments, information, and referrals.",sCJTw2lBFX,0,Terminal A,"Main level of Terminal A, across from airport ""Lost and Found"" office.",USO Lounge,,,,,,,,0,2.8,4,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,1,DCA,(Inside Security),"Premium Food, Spirits & Liquor, Wi-Fi, TVs, Non-Smoking, Beer & Wine",,,"Bracket Room is a full service upscale sports lounge and eatery, that indulges your appetite with an extensive menu serving breakfast, lunch and dinner.",rialWmphgy,1,Terminal B,"After Security Control, turn right. Located opposite Gate 12.",Bracket Room (Temporarily Closed),,,,,,,,0,2.2,13,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,2,DCA,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"The Delta Sky Club is an award-winning retreat that allows relaxation, productivity, or both.",zy6w7cXMRI,1,Terminal B,Above Gate 15.,Delta Air Lines Delta Sky Club,,,,,,,,0,4,10,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,3,DCA,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,TEuWKWEimE,1,Terminal B,Opposite Gate 11.,United Airlines United Club,Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,2.7,26,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,4,DCA,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",CRlKt1hcIk,1,Terminal B/C,"Immediately past security, mezzanine level",American Airlines Admirals Club,,,,,,,,0,3,29,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,5,DCA,(Inside Security),"Premium Food, Spirits & Liquor, Wi-Fi, TVs, Non-Smoking, Beer & Wine",,,"American Tap Room is a full service, sit down restaurant offering a casual atmosphere with contemporary American food, liquor, beer and wine.",hFNNzBHrEK,1,Terminal C,"After Security Control, near Gates 35-45.",American Tap Room (Temporarily Closed),,,,,,,,0,2.9,7,,,,,,,,,,
https://www.loungebuddy.co.uk/DCA?source=homepage/airports,regularLounges,6,DCA,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",6D1pp8v9iO,1,Terminal C,"Just inside Security Checkpoint, Mezzanine Level, near Gate 36",American Airlines Admirals Club (Temporarily Closed),,,,,,,,0,2.1,35,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,0,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder, Beer & Wine",,,"A bright, airy, spacious oasis with glass panels and a combination of warm and subtle colors to create that perfect balance to facilitate your relaxation. Make yourself comfortable before takeoff. Choose from a variety of comfortable seating arrangements, enjoy the hot buffet, and rejuvenate your spirits. Cheerful and friendly service will bring a smile to your face.",3L147dsPX1,1,"Terminal 1D, Domestic",Take the escalators up to Level 2 of the Domestic Departures Hall.,Plaza Premium Lounge (Temporarily Closed),Pay for entry at the front desk,INR,1517,AyaAGMRNkg,0,1,Walk Up Entry,1,2.4,14,LB_PROVIDER_PLAZA_PREMIUM_10044,GBP,16,,,2,16,19,"DEL - Terminal 1D, Domestic - Plaza Premium Lounge (Temporarily Closed)",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,1,DEL,(Inside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking",Reliable lounges with expected amenities,SOLID,"Your oasis awaits at the Plaza Premium Lounge prior to your departure from Delhi. The lounge offers a relaxing ambiance and is conveniently located directly after the security checkpoint. Enjoy comfortable seating options, a delicious snack counter, complimentary Wi-Fi, and internet workstations for travellers on the go.",G64MonCHuV,1,"Terminal 2, Domestic","After the Security Checkpoint, near Gate 25.",Plaza Premium Lounge (Temporarily Closed),,,,,,,,1,2,3,LB_PROVIDER_PLAZA_PREMIUM_10231,GBP,16,,,,16,19,"DEL - Terminal 2, Domestic - Plaza Premium Lounge (Temporarily Closed)",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,2,DEL,(Outside Security),"Snacks, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Non-Smoking",,,This lounge is a must visit for every traveller looking forward to rejuvenate and calm their senses.,VbUyMe2lIP,0,"Terminal 3, Domestic","Located in the Domestic Arrivals Area, across from Exit Door 1.",Plaza Premium Arrivals Lounge,,,,,,,,1,1.3,4,LB_PROVIDER_PLAZA_PREMIUM_10056,GBP,16,,,,16,19,"DEL - Terminal 3, Domestic - Plaza Premium Arrivals Lounge",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,3,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Wi-Fi, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, Beer & Wine",,,"Discover a comfortable spacious oasis away from the crowds, augmented by stylish decor, responsive staff, and lip smacking food that’s sure to appease your appetite and then some. Lighten up, relax, enjoy a cool shower, and accept great things as they come.",gIcf5QkLfF,1,"Terminal 3, Domestic",Mezzanine Level.,Plaza Premium Lounge,Pay for entry at the front desk,INR,1517,AyaAGMRNkg,0,1,Walk Up Entry,1,2.4,22,LB_PROVIDER_PLAZA_PREMIUM_10053,GBP,16,,,2,16,19,"DEL - Terminal 3, Domestic - Plaza Premium Lounge",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,4,DEL,(Outside Security),"Snacks, Wi-Fi, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Non-Smoking",,,"Are you a traveller with a long layover looking for a place to relax? Would you like to freshen up with a quick shower, lounge in a comfortable sitting area, or get some work done in a quiet, peaceful setting away from the noise and crowds of the airport terminal? Yes? Well, the world is your oyster.",Sz56M2ksUf,0,"Terminal 3, International","Arrival Hall, located just opposite Exit Gate No. 6.",Plaza Premium Arrivals Lounge (Domestic Only),Pay for entry at the front desk,INR,1800,BWblYkdbIb,0,1,Walk Up Entry,1,1.1,7,LB_PROVIDER_PLAZA_PREMIUM_10057,GBP,22,,,2,22,27,"DEL - Terminal 3, International - Plaza Premium Arrivals Lounge (Domestic Only)",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,purchasableLounges,5,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, Beer & Wine",,,"Enjoy moments of peace and tranquility in this special haven in the midst of the noisy and crowded airport terminal. Whether you’re embarking on a journey for business or pleasure, you’ll be sure to find your desired amenities in this well maintained oasis. Satisfy your appetite with a delectable smorgasbord - continental to Chinese to Indian cuisine are all represented.",JUvAqBJJry,1,"Terminal 3, International","Main Departure Lounge on Level 3, follow signs for Lounges A and take the escalators up to the entrance.",Plaza Premium Lounge (Lounge A) (Temporarily Closed),Pay for entry at the front desk,INR,1800,kyUtQOmToR,0,1,Walk Up Entry,1,2.2,6,LB_PROVIDER_PLAZA_PREMIUM_10051,GBP,22,,,2,22,27,"DEL - Terminal 3, International - Plaza Premium Lounge (Lounge A) (Temporarily Closed)",
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,0,DEL,(Outside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",,,,m1Mw6gz0jZ,0,Terminal 3,Located near the Meet and Greet Area.,Plaza Premium Arrivals Lounge (Domestic/International) (Temporarily Closed),Pay for entry at the front desk,USD,31,P3V3lG3n0D,0,1,Walk Up Entry,0,3,1,,,,,,2,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,1,DEL,(Inside Security),"Premium Food, Snacks, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking, 18+ Cardholder",,,Enjoy a stay at the Air India Domestic Lounge before your travels.,QIz9u1TadQ,1,"Terminal 3, Domestic","Domestic Area, follow signs to the entrance",Air India Maharajah Lounge,,,,,,,,0,2.4,9,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,2,DEL,(Inside Security),"Premium Food, Snacks, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder, Beer & Wine",,,"As the health and safety of our Cardmembers and Colleagues is our top priority, we are temporarily closing The American Express® Lounge in Delhi, starting Saturday, March 21, 2020. This is being done in light of the evolving situation on COVID-19. American Express will provide notice here when this location reopens.
 
We look forward to reopening our lounges and welcoming our Card Members back as soon as we can. We appreciate your understanding during this time and apologize for any inconvenience this may cause.",9I3BrxTcBc,1,"Terminal 3, Domestic",Adjacent to Gate 27 and 28,The American Express Lounge (Temporarily Closed),,,,,,,,0,3.2,17,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,3,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, Children's Area, Non-Smoking",,,,E7XtL1CUSq,1,"Terminal 3, International","Above the main departures level near the Lufthansa Lounge and Singapore Airlines Lounge in the ""Lounges B"" area.",Allways Lounge (by Plaza Premium Lounge) (Temporarily Closed),,,,,,,,0,2,1,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,4,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking",,,,lGIRgoJsLW,1,"Terminal 3, International",Lounge Area B,Lufthansa Business/Senator Lounge (Temporarily Closed),,,,,,,,0,2.3,6,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,5,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,The SilverKris Lounges offer an array of facilities and services to ensure your needs are well met. Sample a variety of food and beverage from the self service buffet and bar counters or keep yourself updated on news and developments around the globe with a variety of newspapers and magazines. You can also stay connected with your business contacts on your laptop computers or the workstations with complimentary Internet access (WiFi/LAN).,aA64Y6vtFb,1,"Terminal 3, International","Level 3, opposite Gate 15",Singapore Airlines SilverKris Lounge (Temporarily Closed),,,,,,,,0,2.9,7,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,6,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",,,,jHNlE2RQvv,1,"Terminal 3, International",Located in the Departures Area.,The Emirates Lounge (Temporarily Closed),,,,,,,,0,3,2,,,,,,,,,,
https://www.loungebuddy.co.uk/DEL?source=homepage/airports,regularLounges,7,DEL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, Private Rooms, Internet Terminals, Non-Smoking, 18+ Cardholder",,,Enjoy the ample comfort of the Air India Lounge at Delhi before your flight.,kEiF2Ir7P5,1,"Terminal 3, International","One level up from the Main Concourse, near the center of the terminal",Air India Maharajah Lounge,Pay for entry at the front desk,INR,1200,Pdbj3UiFHE,0,1,Walk Up Entry,0,2.4,20,,,,,,4,,,,
https://www.loungebuddy.co.uk/DEN?source=homepage/airports,regularLounges,0,DEN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Printers & Copiers, Non-Smoking, 21+ Cardholder",,,"The Delta Sky Club is an award-winning retreat that allows relaxation, productivity, or both. Enjoy complimentary Colorado craft beer and Starbucks coffee in a 4,600 square foot space.",IgRTEiZDls,1,Terminal A,"4th Floor, Centre Core of Concourse.",Delta Air Lines Delta Sky Club,,,,,,,,0,2.5,16,,,,,,,,,,
https://www.loungebuddy.co.uk/DEN?source=homepage/airports,regularLounges,1,DEN,(Inside Security),"Premium Food, Snacks, Wi-Fi, TVs, Children's Area, Internet Terminals, Non-Smoking, 18+ Cardholder",,,"The USO offers a variety of services to active military personnel and their dependents, including free refreshments, information, and referrals.",zouYmEgjme,1,Terminal A,Take the elevator from the train straight to the 4th floor. Follow signs to the USO.,USO Lounge,,,,,,,,0,3.8,13,,,,,,,,,,
https://www.loungebuddy.co.uk/DEN?source=homepage/airports,regularLounges,2,DEN,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, TVs, Children's Area, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",UZyhIJMnEs,1,Terminal A,"Center bridge of Terminal A, adjacent to USO Lounge entrance",American Airlines Admirals Club (Temporarily Closed),,,,,,,,0,2.7,26,,,,,,,,,,
https://www.loungebuddy.co.uk/DEN?source=homepage/airports,regularLounges,3,DEN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,MFh3VnWx1M,1,Terminal B,"Terminal West, near Gate B32.",United Airlines United Club (Gate B32) (Temporarily Closed),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,2.3,36,,,,,,,,,,
https://www.loungebuddy.co.uk/DEN?source=homepage/airports,regularLounges,4,DEN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,3l81SIhbAj,1,Terminal B,"Terminal East, near Gate B44.",United Airlines United Club (Gate B44),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,2,43,,,,,,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,0,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",MEymtFssZc,1,Terminal A,Across from Gate 24.,American Airlines Admirals Club,,,,,,,,0,3.3,4,,,,32.8981538,-97.0450148,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,1,DFW,(Inside Security),"TVs, Non-Smoking",,,Gameway is bringing entertainment to airports with gaming stations that allow you to have fun playing video games whilst waiting for your flight.,GopZFgWjNU,1,Terminal B,Located near the Skylink and Gate 42.,Gameway,,,,,,,,0,2,3,,,,32.90693,-97.043885,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,11,DFW,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",,,"Looking for a haven away from the crowds? Head to a KAL Lounge where you will find everything you would expect from a high-class lounge: a quiet and comfortable area, calming spaces, extra wide armchairs and large windows that overlook the runways. Relax and recharge in complete tranquility…KAL and SkyTeam Lounges provide customers with the best facilities and dedicated service across the world.",Li1H3XOD6F,1,Terminal D,Located near Gate D36.,Korean Air KAL Lounge,,,,,,,,0,,0,,,,32.897333,-97.044961,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,purchasableLounges,0,DFW,(Inside Security),"Wi-Fi, Flight Monitors, TVs, Private Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Heighten rest, relaxation, and productivity in your very own exclusive pad in the middle of the hectic terminal at all hours of the day and night. Each comfortable suite provides a quiet, relaxing atmosphere to nap or get some work done with no outside distractions. In need of rest and relaxation? You’ve come to the perfect place.",1jy7e5tKvU,1,Terminal A,"After the Security Checkpoint, near Gate A38.",Minute Suites,Pay for entry at the front desk,USD,48,dZmOz6ue8S,0,1,Walk Up Entry,1,2.5,8,LB_DFW_MINUTESUITES_A,GBP,39,32.9024879,-97.039064,1,39,48,DFW - Terminal A - Minute Suites,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,purchasableLounges,1,DFW,(Inside Security),"Wi-Fi, Showers, Flight Monitors, TVs, Private Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Heighten rest, relaxation, and productivity in your very own exclusive pad in the middle of the hectic terminal at all hours of the day and night. Each comfortable suite provides a quiet, relaxing atmosphere to nap or get some work done with no outside distractions. In need of rest and relaxation? You’ve come to the perfect place.",gUAhUopDPf,1,Terminal D,"After the Security Checkpoint, across from Gate D23.",Minute Suites (Temporarily Closed),Pay for entry at the front desk,USD,48,dZmOz6ue8S,0,1,Walk Up Entry,1,3.7,9,LB_DFW_MINUTESUITES_D,GBP,39,32.897953,-97.04475,1,39,48,DFW - Terminal D - Minute Suites (Temporarily Closed),
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,purchasableLounges,2,DFW,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 21+ Cardholder",Reliable lounges with expected amenities,SOLID,"The Club DFW is divided into five distinct zones that allow guests to relax and recharge in their own individual way and serve the needs of diverse travelers. These spaces include a Privacy Zone (cocoon chairs), Replenish Zone (hot and cold buffet, expertly tended bar), Productivity Zone (desk counters with electrical outlets), Relax Zone (ultra-comfortable seating), and Refresh Zone (restroom, shower facility).",rlk6LeSCI0,1,Terminal D,Located on the Mezzanine Floor near Gate 27.,The Club DFW,Pay for entry at the front desk,USD,40,QxFX1Mf4NU,0,1,Walk Up Entry,1,3.1,19,LB_PROVIDER_THE_CLUB_DFW_D,GBP,36,32.898946,-97.0451875,,36,45,DFW - Terminal D - The Club DFW,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,12,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",f1BnEhqoAW,1,Terminal D,"After security, on the 5th Level, between Gates D23 and D24.",American Airlines Admirals Club,,,,,,,,0,3,3,,,,32.89807,-97.045039,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,10,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Newspapers & Magazines, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Due to COVID-19, all The Centurion Lounge locations are temporarily closed.
 
We’re continuing to evaluate what reopening our Centurion Lounges will look like, with the health and safety of our Card Members and colleagues being our upmost priority. We’re exploring a number of enhancements around cleaning protocols, food and beverage service and more. We’ll be there to ensure our lounges provide a clean, safe and welcoming environment to visit upon reopening and look forward to welcoming our Card Members back soon.
 
In the meantime, our partners are helping us bring the Lounge experience to you, right at home. Visit thecenturionlounge.com/loungeathome",y4FS7hGiJz,1,Terminal D,Opposite Gate D12.,The Centurion Lounge (Temporarily Closed),,,,,,,,0,3.2,38,LB_DFW_CENTURION_LOUNGE,,,32.896036,-97.0443,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,13,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, TVs, Non-Smoking",,,,FGRFsyDEGn,1,Terminal E,Located on the mezzanine level in the satellite building.,American Airlines Admirals Club (Temporarily Closed),,,,,,,,0,,0,,,,32.88781,-97.034327,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,14,DFW,(Inside Security),"TVs, Non-Smoking",,,Gameway is bringing entertainment to airports with gaming stations that allow you to have fun playing video games whilst waiting for your flight.,v5siDgZRHG,1,Terminal E,Near Gate 16.,Gameway,,,,,,,,0,3,2,,,,32.890223,-97.035694,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,15,DFW,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Printers & Copiers, Telephones, Non-Smoking, Shoe Shine, 18+ Cardholder",,,"The Delta Sky Club is an award-winning retreat that allows relaxation, productivity, or both.",Xt2iJikIZ5,1,Terminal E,Located between Gates E10 and E11.,Delta Air Lines Delta Sky Club,,,,,,,,0,2.9,20,,,,32.892205,-97.036506,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,16,DFW,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,ZG1Y4DtbW6,1,Terminal E,Between Gates E6 and E7.,United Airlines United Club (Temporarily Closed),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,3,5,,,,32.8928495,-97.037642,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,2,DFW,(Inside Security),"Snacks, Wi-Fi, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Non-Smoking, 18+ Cardholder",,,"The USO offers a variety of services to active military personnel and their dependents, including free refreshments, information, and referrals.",dYf9WsL43w,1,Terminal B,Near Gate B47.,USO Lounge,,,,,,,,0,4,1,,,,32.907104,-97.042185,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,3,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"Enjoy personalized service, comfort and exceptional amenities. The ability to stretch out. To unfetter. To peel away. Treat an Admirals Club lounge as an oasis of peace - away from all of the airport hustle.",17OoV4NMe5,1,Terminal B,Between Gates 3 and 4.,American Airlines Admirals Club,,,,,,,,0,2.5,20,,,,32.9022222,-97.0422222,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,4,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,,A7cz7vfqBS,1,Terminal C,Between Gates 19 and 20,American Airlines Admirals Club,,,,,,,,0,2.6,44,,,,32.897595,-97.035777,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,5,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, TVs, Printers & Copiers, Non-Smoking",Upscale lounges with deluxe amenities,LUXE,,itKtB53k5k,1,Terminal D,Located next to Gate D21.,American Airlines Flagship Lounge (Temporarily Closed),,,,,,,,0,3,4,,,,32.897073,-97.04503,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,6,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Non-Smoking",,,"The American Airlines Flagship First Dining is an exclusive dining experience inside select Flagship Lounges. Inside, you'll experience an elevated sit-down service, regionally-inspired dishes made from locally-sourced ingredients, and signature wines and cocktails.",xjjoOA8m5I,1,Terminal D,Located inside the American Airlines Flagship Lounge next to Gate D21.,American Airlines Flagship First Dining (Temporarily Closed),,,,,,,,0,,0,,,,32.897073,-97.04503,,,,,
https://www.loungebuddy.co.uk/DFW?source=homepage/airports,regularLounges,7,DFW,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Non-Smoking",,,,BdHeG0VBIg,1,Terminal D,Located near Gate D36.,The Emirates Lounge (Temporarily Closed),,,,,,,,0,,0,,,,32.897333,-97.044961,,,,,
